SOURCE	Truth_Index	Predicted_Index	Truth_Nom	Predicted_Nom	Truth_Pages	Predicted_Pages	Distance	Quality
page_10_02_matches.csv	12	12	Manceau (Anatole)	Manceau (Anatole)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_10_02_matches.csv	13	13	Mando	Mando	[189]	[189]	0.0000	1.0000
page_10_02_matches.csv	14	14	Michel (Marcel)	Marcel Michel	[499, 702, 703, 852, 899, 1220]	[499, 702, 703, 852, 899, 1220]	0.2857	0.7143
page_10_02_matches.csv	15	15	Plaisant (Marcel)	Marcel Plaisant	[1, 224, 1388, 1389, 1621, 1627]	[1, 224, 1388, 1389, 1621, 1627]	0.2500	0.7500
page_10_02_matches.csv	16	16	Marguerie (Marquis de)	Marguerie (Marquis de)	[1322, 1362]	[1322, 1362]	0.0000	1.0000
page_10_02_matches.csv	17	17	Roustan (Mario)	Mario Roustan, ministre de l'instruction publique	[157, 158, 289, 299, 575, 576, 577, 578, 579, 582, 585, 586, 589, 590, 593, 594, 596, 789, 791, 792, 793, 795, 1030, 1031, 1032, 1061, 1389, 1416, 1436, 1437, 1453, 1458, 1470, 1647, 1649, 1651, 1654]	[157, 158, 289, 299, 575, 576, 577, 578, 579, 582, 585, 586, 589, 590, 593, 594, 596, 789, 791, 792, 793, 795, 1030, 1031, 1032, 1061, 1416, 1436, 1437, 1453, 1458, 1470, 1647, 1649, 1651, 1654]	0.3206	0.6794
page_10_02_matches.csv	18	18	Marraud (Pierre)	Marraud (Pierre)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_10_02_matches.csv	19	19	Marrou (Baptiste)	Marrou (Baptiste)	[1694]	[1694]	0.0000	1.0000
page_10_02_matches.csv	20	20	Martin (Louis)	Martin (Louis)	[583, 689, 1152, 1153, 1770, 1771, 1811]	[583, 689, 1152, 1153, 1770, 1771, 1811, 1770]	0.0357	0.9643
page_10_02_matches.csv	21	21	Martin-Binachon	Martin-Binachon	[517, 1258, 1267, 1278]	[517, 1258, 1267, 1278]	0.0000	1.0000
page_10_02_matches.csv	22	22	Mauger (Hippolyte)	Mauger (Hippolyte)	[29, 30, 135, 172]	[29, 29, 29, 135, 172, 172]	0.1800	0.8200
page_04_03_matches.csv	0	0	Cheron (Henry)	Cheron (Henry)	[318, 434, 661, 776, 792, 1699]	[106, 112, 213, 563, 653, 655, 1026, 1113, 1316, 318, 434, 661, 776, 792, 1699]	0.2206	0.7794
page_04_03_matches.csv	1	1	Connevot	Connevot	[205, 1490, 1491, 1671, 1687]	[205, 1490, 1491, 1671, 1687]	0.0000	1.0000
page_04_03_matches.csv	2	2	Cornudet	Cornudet	[64, 233, 247, 595, 596, 624, 679, 1661, 1663, 1715]	[64, 233, 247, 595, 596, 624, 679, 1661, 1663, 1715]	0.0000	1.0000
page_04_03_matches.csv	3	3	Coucoureux (Joseph)	Coucoureux (Joseph)	[358, 363, 583, 719, 730, 1707]	[358, 363, 583, 719, 730, 1707, 1707]	0.0476	0.9524
page_04_03_matches.csv	4	4	Courtier (Joseph)	Courtier (Joseph)	[109, 124, 175, 176, 272, 499, 558, 661, 662, 695, 764, 908, 986, 988, 990, 1115, 1318, 1343, 1360, 1446, 1665, 1668, 1669, 1672]	[109, 124, 175, 176, 272, 499, 558, 661, 662, 695, 764, 908, 986, 988, 990, 1115, 1318, 1343, 1360, 1446, 1665, 1668, 1669, 1672]	0.0000	1.0000
page_04_03_matches.csv	5	5	Curral (Hippolyte)	Gurral (Hippolyte)	[124, 1421, 1427, 1760, 1765, 1766, 1768, 1769, 1770, 1772, 1773, 1774, 1775, 1809, 1811, 1813]	[124, 1421, 1427, 1760, 1765, 1766, 1768, 1769, 1770, 1772, 1773, 1774, 1775, 1809, 1811, 1813]	0.0278	0.9722
page_04_03_matches.csv	6	6	Cuttoli (Paul)	Cuttoli (Paul)	[758, 1337, 1354]	[758, 1337, 1354]	0.0000	1.0000
page_04_03_matches.csv	7	7	Dalbiez (Victor)	Dalbiez (Victor)	[489, 511]	[489, 511]	0.0000	1.0000
page_04_03_matches.csv	8	8	Damecour	Damecour	[485, 497, 703, 1146, 1153, 1310, 1672, 1676, 1691, 1708]	[485, 497, 703, 1146, 1153, 1310, 1672, 1676, 1691, 1708]	0.0000	1.0000
page_04_03_matches.csv	9	9	Darteyre (Louis)	Darteyre (Louis)	[661]	[661]	0.0000	1.0000
page_04_03_matches.csv	10	10	Dauthy (Henry)	Dauthy (Henry)	[601, 898, 675, 1151, 1160, 1169, 1419, 1421, 1427, 1439, 1442, 1444, 1445, 1446, 1458, 1461, 1462, 1463, 1470, 1473, 1475, 1479, 1481, 1514]	[601, 898, 675, 1151, 1160, 1169, 1419, 1421, 1427, 1439, 1442, 1444, 1445, 1446, 1458, 1461, 1462, 1463, 1470, 1473, 1475, 1479, 1481, 1514]	0.0000	1.0000
page_04_03_matches.csv	11	11	David (Fernand)	David (Fernand)	[88, 113, 112, 486, 493, 498, 739, 1291, 1298, 1666, 1668, 1676, 1679, 1710, 1711, 1716, 1722, 1723]	[88, 113, 112, 486, 493, 498, 739, 1291, 1298, 1666, 1668, 1676, 1679, 1710, 1711, 1716, 1722, 1723]	0.0000	1.0000
page_04_03_matches.csv	12	12	Debierre (Charles)	Debierre (Charles)	[643, 859, 1029, 1561, 1562, 1565, 1129]	[643, 859, 1029, 1561, 1562, 1565, 1129]	0.0000	1.0000
page_04_03_matches.csv	13	13	Decroze	Decroze	[647]	[647]	0.0000	1.0000
page_04_03_matches.csv	14	14	Delahaye (Dominique)	Delahaye (Dominique)	[17, 36, 37, 1131, 1389, 1390, 1525, 1581, 1582, 1584, 110, 376, 415, 439, 446, 452, 569, 640, 709, 783, 853, 899, 506, 1127, 1220, 1294, 1444, 1445, 1446, 1463, 1553, 1563, 1623, 1664, 1676, 1695]	[17, 36, 37, 1131, 1389, 1390, 1525, 1581, 1582, 1584, 110, 376, 415, 439, 446, 452, 569, 640, 709, 183, 853, 783, 853, 899, 1220, 1294, 1444, 1445, 1446, 1463, 1553, 1563, 1623, 1664, 1676, 1695]	0.0261	0.9739
page_04_03_matches.csv	15	15	Delhoume (Louis)	Delhos (Louis)	[445, 495, 631, 657, 678, 703, 851, 902, 1286, 1319, 1537, 1626, 1670, 1690]	[445, 495, 631, 657, 678, 703, 851, 902, 1286, 1319, 1537, 1626, 1670, 1690]	0.0667	0.9333
page_04_03_matches.csv	16	16	Deligne	Deligne, ministre des travaux publics	[463, 465, 466, 672, 674, 677, 678, 680, 699, 703, 804, 969, 1130, 1226, 1686, 1687, 1690, 1691, 1693, 1694, 1695, 1696, 1730]	[463, 465, 466, 672, 674, 677, 678, 680, 699, 703, 804, 969, 1130, 1226, 1686, 1687, 1690, 1691, 1693, 1694, 1695, 1696, 1730]	0.3409	0.6591
page_04_03_matches.csv	17	17	Delpierre (Victor)	Delpierre (Victor)	[160, 490, 584]	[160, 490, 584]	0.0000	1.0000
page_04_03_matches.csv	18	18	Delthil (Roger)	Delthil (Roger)	[263, 271]	[263, 271]	0.0000	1.0000
page_04_01_matches.csv	0	0	Cheron (Henry)	Cheron (Henry)	[318, 434, 661, 776, 792, 1699]	[318, 434, 661, 776, 792, 1699]	0.0000	1.0000
page_04_01_matches.csv	1	1	Connevot	Connevot	[205, 1490, 1491, 1671, 1687]	[205, 1490, 1491, 1671, 1687]	0.0000	1.0000
page_04_01_matches.csv	2	2	Cornudet	Cornudet	[64, 233, 247, 595, 596, 624, 679, 1661, 1663, 1715]	[64, 233, 247, 595, 596, 624, 679, 1661, 1663, 1715]	0.0000	1.0000
page_04_01_matches.csv	3	3	Coucoureux (Joseph)	Coucoureux (Joseph)	[358, 363, 583, 719, 730, 1707]	[358, 363, 583, 719, 730, 1707, 1707]	0.0476	0.9524
page_04_01_matches.csv	4	4	Courtier (Joseph)	Courtier (Joseph)	[109, 124, 175, 176, 272, 499, 558, 661, 662, 695, 764, 908, 986, 988, 990, 1115, 1318, 1343, 1360, 1446, 1665, 1668, 1669, 1672]	[109, 124, 175, 176, 272, 499, 558, 661, 662, 695, 764, 908, 986, 988, 990, 1115, 1318, 1343, 1360, 1446, 1665, 1668, 1669, 1672]	0.0000	1.0000
page_04_01_matches.csv	5	5	Curral (Hippolyte)	Curral (Hippolyte)	[124, 1421, 1427, 1760, 1765, 1766, 1768, 1769, 1770, 1772, 1773, 1774, 1775, 1809, 1811, 1813]	[124, 1421, 1427, 1760, 1765, 1766, 1768, 1769, 1770, 1772, 1773, 1774, 1775, 1809, 1811, 1813]	0.0000	1.0000
page_04_01_matches.csv	6	6	Cuttoli (Paul)	Cuttoli (Paul)	[758, 1337, 1354]	[758, 1337, 1354]	0.0000	1.0000
page_04_01_matches.csv	7	7	Dalbiez (Victor)	Dalbiez (Victor)	[489, 511]	[489, 511]	0.0000	1.0000
page_04_01_matches.csv	8	8	Damecour	Damecour	[485, 497, 703, 1146, 1153, 1310, 1672, 1676, 1691, 1708]	[485, 497, 703, 1146, 1153, 1310, 1672, 1676, 1691, 1708]	0.0000	1.0000
page_04_01_matches.csv	9	9	Darteyre (Louis)	Darteyre (Louis)	[661]	[661]	0.0000	1.0000
page_04_01_matches.csv	10	10	Dauthy (Henry)	Dauthy (Henry)	[601, 898, 675, 1151, 1160, 1169, 1419, 1421, 1427, 1439, 1442, 1444, 1445, 1446, 1458, 1461, 1462, 1463, 1470, 1473, 1475, 1479, 1481, 1514]	[601, 898, 675, 1151, 1160, 1169, 1419, 1421, 1427, 1439, 1442, 1444, 1445, 1446, 1458, 1461, 1462, 1463, 1470, 1473, 1475, 1479, 1481, 1514]	0.0000	1.0000
page_04_01_matches.csv	11	11	David (Fernand)	David (Fernand)	[88, 113, 112, 486, 493, 498, 739, 1291, 1298, 1666, 1668, 1676, 1679, 1710, 1711, 1716, 1722, 1723]	[88, 113, 112, 486, 493, 498, 739, 1291, 1298, 1666, 1668, 1676, 1679, 1710, 1711, 1716, 1722, 1723]	0.0000	1.0000
page_04_01_matches.csv	12	12	Debierre (Charles)	Debierre (Charles)	[643, 859, 1029, 1561, 1562, 1565, 1129]	[643, 859, 1029, 1561, 1562, 1565, 1129]	0.0000	1.0000
page_04_01_matches.csv	13	13	Decroze	Decroze	[647]	[647]	0.0000	1.0000
page_04_01_matches.csv	14	14	Delahaye (Dominique)	Delahaye (Dominique)	[17, 36, 37, 1131, 1389, 1390, 1525, 1581, 1582, 1584, 110, 376, 415, 439, 446, 452, 569, 640, 709, 783, 853, 899, 506, 1127, 1220, 1294, 1444, 1445, 1446, 1463, 1553, 1563, 1623, 1664, 1676, 1695]	[17, 36, 37, 1131, 1389, 1390, 1525, 1581, 1582, 1584, 110, 376, 415, 439, 446, 452, 569, 640, 709, 783, 853, 899, 506, 1127, 1220, 1294, 1444, 1445, 1446, 1463, 1553, 1563, 1623, 1664, 1676, 1695]	0.0000	1.0000
page_04_01_matches.csv	15	15	Delhoume (Louis)	Delhoume (Louis)	[445, 495, 631, 657, 678, 703, 851, 902, 1286, 1319, 1537, 1626, 1670, 1690]	[445, 495, 631, 657, 678, 703, 851, 902, 1286, 1319, 1537, 1626, 1670, 1690]	0.0000	1.0000
page_04_01_matches.csv	16	16	Deligne	Deligne, ministre des travaux publics	[463, 465, 466, 672, 674, 677, 678, 680, 699, 703, 804, 969, 1130, 1226, 1686, 1687, 1690, 1691, 1693, 1694, 1695, 1696, 1730]	[463, 465, 466, 672, 674, 677, 678, 680, 699, 703, 804, 969, 1130, 1226, 1686, 1687, 1690, 1691, 1693, 1694, 1695, 1696, 1730]	0.3409	0.6591
page_04_01_matches.csv	17	17	Delpierre (Victor)	Delpierre (Victor)	[160, 490, 584]	[160, 490, 584]	0.0000	1.0000
page_04_01_matches.csv	18	18	Delthil (Roger)	Delthil (Roger)	[263, 271]	[263, 271]	0.0000	1.0000
page_04_02_matches.csv	0	0	Cheron (Henry)	Cheron (Henry)	[318, 434, 661, 776, 792, 1699]	[318, 434, 661, 776, 792, 1699]	0.0000	1.0000
page_04_02_matches.csv	1	1	Connevot	Connevot	[205, 1490, 1491, 1671, 1687]	[205, 1490, 1491, 1671, 1687]	0.0000	1.0000
page_04_02_matches.csv	2	2	Cornudet	Cornudet	[64, 233, 247, 595, 596, 624, 679, 1661, 1663, 1715]	[64, 233, 247, 595, 596, 624, 679, 1661, 1663, 1715]	0.0000	1.0000
page_04_02_matches.csv	3	3	Coucoureux (Joseph)	Coucoureux (Joseph)	[358, 363, 583, 719, 730, 1707]	[358, 363, 583, 719, 730, 1707, 1707]	0.0476	0.9524
page_04_02_matches.csv	4	4	Courtier (Joseph)	Courtier (Joseph)	[109, 124, 175, 176, 272, 499, 558, 661, 662, 695, 764, 908, 986, 988, 990, 1115, 1318, 1343, 1360, 1446, 1665, 1668, 1669, 1672]	[109, 124, 175, 176, 272, 499, 558, 661, 662, 695, 764, 908, 986, 988, 990, 1115, 1318, 1343, 1360, 1446, 1665, 1668, 1669, 1672]	0.0000	1.0000
page_04_02_matches.csv	5	5	Curral (Hippolyte)	Curral (Hippolyte)	[124, 1421, 1427, 1760, 1765, 1766, 1768, 1769, 1770, 1772, 1773, 1774, 1775, 1809, 1811, 1813]	[124, 1421, 1427, 1760, 1765, 1766, 1768, 1769, 1770, 1772, 1773, 1774, 1775, 1809, 1811, 1813]	0.0000	1.0000
page_04_02_matches.csv	6	6	Cuttoli (Paul)	Cuttoli (Paul)	[758, 1337, 1354]	[758, 1337, 1354]	0.0000	1.0000
page_04_02_matches.csv	7	7	Dalbiez (Victor)	Dalbiez (Victor)	[489, 511]	[489, 511]	0.0000	1.0000
page_04_02_matches.csv	8	8	Damecour	Damecour	[485, 497, 703, 1146, 1153, 1310, 1672, 1676, 1691, 1708]	[485, 497, 703, 1146, 1153, 1310, 1672, 1676, 1691, 1708]	0.0000	1.0000
page_04_02_matches.csv	9	9	Darteyre (Louis)	Darteyre (Louis)	[661]	[661]	0.0000	1.0000
page_04_02_matches.csv	10	10	Dauthy (Henry)	Dauthy (Henry)	[601, 898, 675, 1151, 1160, 1169, 1419, 1421, 1427, 1439, 1442, 1444, 1445, 1446, 1458, 1461, 1462, 1463, 1470, 1473, 1475, 1479, 1481, 1514]	[601, 898, 675, 1151, 1160, 1169, 1419, 1421, 1427, 1439, 1442, 1444, 1445, 1446, 1458, 1461, 1462, 1463, 1470, 1473, 1475, 1479, 1481, 1514]	0.0000	1.0000
page_04_02_matches.csv	11	11	David (Fernand)	David (Fernand)	[88, 113, 112, 486, 493, 498, 739, 1291, 1298, 1666, 1668, 1676, 1679, 1710, 1711, 1716, 1722, 1723]	[88, 113, 112, 486, 493, 498, 739, 1291, 1298, 1666, 1668, 1676, 1679, 1710, 1711, 1716, 1722, 1723]	0.0000	1.0000
page_04_02_matches.csv	12	12	Debierre (Charles)	Debierre (Charles)	[643, 859, 1029, 1561, 1562, 1565, 1129]	[643, 859, 1029, 1561, 1562, 1565, 1129]	0.0000	1.0000
page_04_02_matches.csv	13	13	Decroze	Decroze	[647]	[647]	0.0000	1.0000
page_04_02_matches.csv	14	14	Delahaye (Dominique)	Delahaye (Doique)	[17, 36, 37, 1131, 1389, 1390, 1525, 1581, 1582, 1584, 110, 376, 415, 439, 446, 452, 569, 640, 709, 783, 853, 899, 506, 1127, 1220, 1294, 1444, 1445, 1446, 1463, 1553, 1563, 1623, 1664, 1676, 1695]	[17, 36, 37, 1131, 1389, 1390, 1525, 1581, 1582, 1584, 110, 376, 415, 439, 446, 452, 569, 640, 709, 783, 853, 899, 1220, 1294, 1444, 1445, 1446, 1463, 1553, 1563, 1623, 1664, 1676, 1695]	0.0549	0.9451
page_04_02_matches.csv	15	15	Delhoume (Louis)	Delhoume (Louis)	[445, 495, 631, 657, 678, 703, 851, 902, 1286, 1319, 1537, 1626, 1670, 1690]	[445, 495, 631, 657, 678, 703, 851, 902, 1286, 1319, 1537, 1626, 1670, 1690]	0.0000	1.0000
page_04_02_matches.csv	16	16	Deligne	Deligne, ministre des travaux publics	[463, 465, 466, 672, 674, 677, 678, 680, 699, 703, 804, 969, 1130, 1226, 1686, 1687, 1690, 1691, 1693, 1694, 1695, 1696, 1730]	[463, 465, 466, 672, 674, 677, 678, 680, 699, 703, 804, 969, 1130, 1226, 1686, 1687, 1690, 1691, 1693, 1694, 1695, 1696, 1730]	0.3409	0.6591
page_04_02_matches.csv	17	17	Delpierre (Victor)	Delpierre (Victor)	[160, 490, 584]	[160, 490, 584]	0.0000	1.0000
page_04_02_matches.csv	18	18	Delthil (Roger)	Delthil (Roger)	[263, 271]	[263, 271]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	0	0	Babin-Chevaye	BABIN-CHEVAYE	[8, 582, 719]	[1179, 1533, 1535, 1536, 4537, 1646, 1707, 1708, 8, 582, 719]	0.3478	0.6522
page_02_03_corpusense_raw_matches.csv	1	1	Bachelet (Alexandre)	Bachelet (Alexandre)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	3	2	Barthou (Louis)	Barthou (Louis)	[394, 396, 397, 399, 1211, 1237]	[2, 394, 396, 397, 399, 1211, 1237]	0.0122	0.9878
page_02_03_corpusense_raw_matches.csv	4	3	Bazile (Gaston)	Bazile (Gaston)	[1560]	[1560]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	5	4	Beaumont (Jean)	Beaumont (Jean)	[477, 1087, 1130, 1287, 1667, 1674, 1708]	[477, 1087, 1130, 1287, 1667, 1674, 1708]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	6	5	Bénard (Léonus)	Bénard (Léon)	[146, 148, 832]	[146, 148, 832]	0.0357	0.9643
page_02_03_corpusense_raw_matches.csv	7	6	Bender	Bender	[966]	[966]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	8	7	Bérard (Léon)	Bérard (Léon)	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1285, 1053, 1054, 1064, 1066, 1067, 1593, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1053, 1054, 1064, 1066, 1067, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	0.0124	0.9876
page_02_03_corpusense_raw_matches.csv	9	8	Bérard (Victor)	Bérard (Victor)	[229, 233, 286, 579, 581, 628, 643, 685, 704, 959, 1032, 1220, 1267, 1415]	[229, 233, 286, 579, 581, 628, 643, 685, 704, 959, 1032, 1220, 1267, 1415]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	10	9	Bérenger (Henry)	Bérenger (Henry)	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	11	10	Bergeon (Benoît-Charles)	Bergeon (Benoît-Charles)	[517, 520, 521, 522, 523, 1517, 1695, 1696]	[517, 520, 521, 522, 523, 1517, 1695, 1696]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	12	11	Betoulle (Léon)	Betoulle (Léon)	[317, 508, 603, 896, 616, 1099, 1764]	[317, 508, 603, 896, 616, 1099, 1764]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	13	20	Blaignan (Raymond)	Blaignan (Raymond)	[112, 448, 449, 539, 1225]	<renvoi d'index>	0.5000	0.5000
page_02_03_corpusense_raw_matches.csv	14	12	Blaisot	Blaisot	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	15	13	Blois (comte Louis de)	Blois (comte Louis de)	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	16	14	Boivin-Champeaux	Boivin-Champeaux	[1, 344, 376, 379, 406, 784, 1590]	[1, 344, 376, 379, 406, 784, 1590]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	17	15	Bompard (Maurice)	Bompard (Maurice)	[754]	[754]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	18	16	Bon	Bon	[1417]	[1417]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	19	17	Borgeot (Charles)	Borgeot (Charles)	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	20	18	Borrel (Antoine)	Borrel (Antoine)	[1418]	[1418]	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	21	19	Bosc (Jean)	Bosc (Jean)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_03_corpusense_raw_matches.csv	22	21	Bourdeaux (Henry)	Bordeaux (Henry)	[799, 1066]	[799, 738, 1066]	0.1034	0.8966
page_02_01_vt_matches.csv	0	0	Babin-Chevaye	Babin-Chevaye	[8, 582, 719]	[8, 582, 719]	0.0000	1.0000
page_02_01_vt_matches.csv	1	1	Bachelet (Alexandre)	Bachelet (Alexandre)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_01_vt_matches.csv	2	2	Barthou (Louis)	Barthou (Louis), ministre de la guerre	[2]	[2]	0.2170	0.7830
page_02_01_vt_matches.csv	3	3	Barthou (Louis)	Barthou (Louis)	[394, 396, 397, 399, 1211, 1237]	[394, 396, 397, 399, 1211, 1237]	0.0000	1.0000
page_02_01_vt_matches.csv	4	4	Bazile (Gaston)	Bazile (Gaston)	[1560]	[1560]	0.0000	1.0000
page_02_01_vt_matches.csv	5	5	Beaumont (Jean)	Beaumont (Jean)	[477, 1087, 1130, 1287, 1667, 1674, 1708]	[477, 1087, 1130, 1287, 1667, 1674, 1708]	0.0000	1.0000
page_02_01_vt_matches.csv	6	6	Bénard (Léonus)	Bénard (Léonus)	[146, 148, 832]	[146, 148, 832]	0.0000	1.0000
page_02_01_vt_matches.csv	7	7	Bender	Bender	[966]	[966]	0.0000	1.0000
page_02_01_vt_matches.csv	8	8	Bérard (Léon)	Bérard (Léon), garde des sceaux, ministre de la justice	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1285, 1053, 1054, 1064, 1066, 1067, 1593, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	[35, 132, 172, 213, 270, 272, 326, 342, 344, 349, 358, 365, 372, 374, 415, 421, 422, 451, 452, 453, 454, 455, 461, 462, 958, 982, 1053, 1054, 1064, 1066, 1067, 1091, 1389, 1285, 1549, 1552, 1747, 1586, 1590, 1762, 1765, 1766, 1772, 1773, 1775, 1816]	0.3212	0.6788
page_02_01_vt_matches.csv	9	9	Bérard (Victor)	Bérard (Victor)	[229, 233, 286, 579, 581, 628, 643, 685, 704, 959, 1032, 1220, 1267, 1415]	[229, 233, 286, 579, 581, 628, 643, 685, 704, 959, 1032, 1220, 1267, 1415]	0.0000	1.0000
page_02_01_vt_matches.csv	10	10	Bérenger (Henry)	Bérenger (Henry)	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	[148, 681, 754, 865, 1010, 1012, 1243, 1249, 1363, 1372, 1491]	0.0000	1.0000
page_02_01_vt_matches.csv	11	11	Bergeon (Benoît-Charles)	Bergeon (Benoît-Charles)	[517, 520, 521, 522, 523, 1517, 1695, 1696]	[517, 520, 521, 522, 523, 1517, 1695, 1696]	0.0000	1.0000
page_02_01_vt_matches.csv	12	12	Betoulle (Léon)	Betoulle (Léon)	[317, 508, 603, 896, 616, 1099, 1764]	[317, 508, 603, 896, 616, 1099, 1764]	0.0000	1.0000
page_02_01_vt_matches.csv	13	13	Blaignan (Raymond)	Blaignan (Raymond)	[112, 448, 449, 539, 1225]	[112, 448, 449, 539, 1225]	0.0000	1.0000
page_02_01_vt_matches.csv	14	14	Blaisot	Blaisot, ministre de la santé publique	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	[651, 654, 656, 658, 662, 1658, 1660, 1661, 1662, 1663, 1665]	0.3444	0.6556
page_02_01_vt_matches.csv	15	15	Blois (comte Louis de)	Blois (comte Louis de)	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	[72, 402, 569, 593, 594, 622, 709, 901, 958, 1062, 1151, 1217, 1221, 1268, 1273, 1355, 1361, 1695]	0.0000	1.0000
page_02_01_vt_matches.csv	16	16	Boivin-Champeaux	Boivin-Champeaux	[1, 344, 376, 379, 406, 784, 1590]	[1, 344, 376, 379, 406, 784]	0.0556	0.9444
page_02_01_vt_matches.csv	17	17	Bompard (Maurice)	Bompard (Maurice)	[754]	[754]	0.0000	1.0000
page_02_01_vt_matches.csv	18	18	Bon	Bon	[1417]	[1417]	0.0000	1.0000
page_02_01_vt_matches.csv	19	19	Borgeot (Charles)	Borgeot (Charles)	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	[460, 738, 809, 863, 1292, 1330, 1333, 1362, 1631, 1732, 1678]	0.0000	1.0000
page_02_01_vt_matches.csv	20	20	Borrel (Antoine)	Borrel (Antoine)	[1418]	[1418]	0.0000	1.0000
page_02_01_vt_matches.csv	21	21	Bosc (Jean)	Bosc (Jean)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_01_vt_matches.csv	22	22	Bourdeaux (Henry)	Bourdeaux (Henry)	[799, 1066]	[799, 738, 1066]	0.0882	0.9118
page_02_02_corpusense_boxes_matches.csv	0	0	Babin-Chevaye	Babin-Chevaye	[8, 582, 719]	[8, 582, 719]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	1	1	Bachelet (Alexandre)	Bachelet (Alexandre)	<renvoi d'index>	<renvoi d'index>	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	3	2	Barthou (Louis)	Barthou (Louis)	[394, 396, 397, 399, 1211, 1237]	[2, 394, 396, 397, 399, 1211, 1237]	0.0122	0.9878
page_02_02_corpusense_boxes_matches.csv	4	3	Bazile (Gaston)	Bazile (Gaston)	[1560]	[1560]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	5	4	Beaumont (Jean)	Beaumont (Jean)	[477, 1087, 1130, 1287, 1667, 1674, 1708]	[477, 1087, 1130, 1287, 1667, 1674, 1708]	0.0000	1.0000
page_02_02_corpusense_boxes_matches.csv	6	5	Bénard (Léonus)	Bénard (Léon)	[146, 148, 832]	[146, 148, 832]	0.0357	0.9643
page_02_02_corpusense_boxes_matches.csv	7	6	Bender	Bender	[966]	[966]	0.0000	1.0000
